"task_id","exam_set","script_id","question_no","question_type","max_mark","model","provider","n_runs","mean_total_score","total_score_min","total_score_max","total_score_range","total_score_std","mean_context_content_data","mean_structure_format_brevity","mean_language_mechanics","mean_originality_comparisons_paraphrase","mean_raw_total","performance_band_of_mean","cap_applied_rate","cap_reason_modal","is_attempted","synthesised","evidence_not_found_rate","model_version","thinking_level","rubric_hash","prompt_hash"
"SUMMARY_006","SE_06_Q1","SE_06_Q1_0006","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9ffc00cf5a4c8412d818511f38164ef1031005502e0bfbe7c1ac175322ad08b4"
"SUMMARY_007","SE_06_Q1","SE_06_Q1_0007","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.5","0.5","3.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f6c5d1f164e68baf897d557fc8406b93b59bdeb9f8fcdfcd4340f5f04f96485b"
"SUMMARY_008","SE_06_Q1","SE_06_Q1_0008","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.5","1.0","3.5","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","0afbc6fe3e23047dfc41377ba642a8648f07cccd5e2f5eb8055846e9a9fe492f"
"SUMMARY_009","SE_06_Q1","SE_06_Q1_0009","7","Summary","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","1.0","1.0","0.0","1.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1da53021467c864712d64fae7b842dea6e41b034e26a6c827c79e7a88e15867b"
"SUMMARY_010","SE_06_Q1","SE_06_Q1_0010","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","1.0","0.0","1.0","4.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c3730028e1f8dbbebef506b0b7ae51566ae3aa78fc5b5d84cb4ff042dc8d01ba"
"SUMMARY_011","SE_06_Q1","SE_06_Q1_0011","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","1.0","3.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","68ec2f9ad6a76d1f90590663e1faa42129c00c02755818146b3a1d193841c3cb"
"SUMMARY_012","SE_06_Q1","SE_06_Q1_0012","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.5","1.0","0.5","4.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","307945822cc3e467da6d5a56ccb1b692cb1460877f4d37cb48e26c28384a1f3a"
"SUMMARY_013","SE_06_Q1","SE_06_Q1_0013","7","Summary","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","0.5","0.0","0.0","0.5","1.0","Band 1","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","daa9e19ce68cbf905f012364d78d04e5162e797c884cfd63b179e25b4b41c981"
"SUMMARY_014","SE_06_Q1","SE_06_Q1_0014","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","1.5","0.5","0.25","1.0","3.25","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1ed424b114ecc7497a905ec17349b1c5a0a125ad9465ba93b1e2bfc62cf8c7e7"
"SUMMARY_015","SE_06_Q1","SE_06_Q1_0015","7","Summary","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","2.0","0.5","0.5","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","51640eb6c5af912e136a81204f01d576097192404dad37ffa3e9c57326cfb385"
"SUMMARY_016","SE_06_Q1","SE_06_Q1_0016","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","dec9da3948c3a994f834baa8d36ec1982c039676dd7f427377aa8517fe4ef42c"
"SUMMARY_017","SE_06_Q1","SE_06_Q1_0017","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.5","0.5","1.0","4.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1ab411c6eea4ae7444db6a5f31261444c089f658f05b01ff28697a08fa56991a"
"SUMMARY_018","SE_06_Q1","SE_06_Q1_0018","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1ff60ba721dd24c8586c6b6c1ec25269f973ea9a0088cb1498b9eb8999770157"
"SUMMARY_019","SE_06_Q1","SE_06_Q1_0019","7","Summary","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ea55827406b2738f9d849fe5a9203687d0248abf0e415fa5aa9e5eb7fea35826"
"SUMMARY_020","SE_06_Q1","SE_06_Q1_0020","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","ea787cb04afb24363d9fd265b958d5bc544a61565d72e7b5126699470dfcc07b"
"SUMMARY_021","SE_06_Q1","SE_06_Q1_0021","7","Summary","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8d7602e3b5104142f8768471cb765151d400fcf941223f0979ce12d1a555b0e0"
"SUMMARY_022","SE_06_Q1","SE_06_Q1_0022","7","Summary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","1.5","0.0","0.5","0.0","2.0","Band 2","1.0","Summary_Verbatim_Length","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8f5e1bf3f858b8de61457c4e9b9ce0d3c958a203374f8e0a02314bdf70dabde7"
"TABLE_001","SE_06_Q1","SE_06_Q1_0001","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f65e15e31242831e86b85cff8d5bc571dc4631b55d0e45c9f94c8d185692972b"
"TABLE_002","SE_06_Q1","SE_06_Q1_0002","5","Table_Completion","5","gemma","","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","False","True","0.0","","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","57e2cbefade42b91e3988434eaefe32182afce1b0f6288d201dc4842c9865178"
"TABLE_003","SE_06_Q1","SE_06_Q1_0003","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","18414835aca4e418892f286b89100d2ef1a8b18729128894460e55d0e418d417"
"TABLE_004","SE_06_Q1","SE_06_Q1_0004","5","Table_Completion","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","00f2a41d93ea419b47a757c29e68d9859165c5fe1353f7aa71bc9e106e514253"
"TABLE_005","SE_06_Q1","SE_06_Q1_0005","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","d2af999d66a9d45f7702c2eb993f7e48bba6716de1d8befdcc84be70ceaac027"
"TABLE_006","SE_06_Q1","SE_06_Q1_0006","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2f22f05076c60457ac2cf023205120f555d6dfe60db77916ce2669282ffad8bc"
"TABLE_007","SE_06_Q1","SE_06_Q1_0007","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","54ec8551eb775cd9196c25ad0c1041ec9e68f15e021e3950a1d53894a41c5c27"
"TABLE_008","SE_06_Q1","SE_06_Q1_0008","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e22b772e2d33e1cd16bcd346265f4c06c8893db236d4ba72ac6cbe67827f137f"
"TABLE_009","SE_06_Q1","SE_06_Q1_0009","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cce49b2d3c33cc454bdcde6477342e7200d0eb37aa90bbf86ecee499b81ad0af"
"TABLE_010","SE_06_Q1","SE_06_Q1_0010","5","Table_Completion","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c2269a22e798546580fc4f00d9d841488b1bee0120d69fdd46e0a7bf8f31f8b"
"TABLE_011","SE_06_Q1","SE_06_Q1_0011","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","18e5233c42e9fafcfad345b4daf2cb1c4ab3f0999c927dc7b2bd843ccca86ead"
"TABLE_012","SE_06_Q1","SE_06_Q1_0012","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","97be30cb1b9fbb08647031a4341ec44fcb5fb47cf6d1c9d9fca61c673eec7b8c"
"TABLE_013","SE_06_Q1","SE_06_Q1_0013","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","353606d59887b85b6caf65d909dcd4269615e0318c108d4d1fad2acabf068005"
"TABLE_014","SE_06_Q1","SE_06_Q1_0014","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e9042116744da02dae82b032ce983d84c5b171062efab7cf82505f0ba553575d"
"TABLE_015","SE_06_Q1","SE_06_Q1_0015","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3f8d64e8313d9c5982c292d16f163ee400b3c74ab85d977a68e712e441c251d7"
"TABLE_016","SE_06_Q1","SE_06_Q1_0016","5","Table_Completion","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","9be70a8d533ece6f40274e64829c8f0a8df5efa3ae50e5db9deb8e0986e1b877"
"TABLE_017","SE_06_Q1","SE_06_Q1_0017","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6a643649a4c32053030552cf93926d902e609bff8b4a2cd3a3b2ba378b51b02d"
"TABLE_018","SE_06_Q1","SE_06_Q1_0018","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a2fe2bb49fdf440dc96a6cae91d928a5c32d7b839718ab4d80caac58a9741de2"
"TABLE_019","SE_06_Q1","SE_06_Q1_0019","5","Table_Completion","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","06c846a8d96e09562e644194a9e455f98c135a8856210e169f3c49716de075eb"
"TABLE_020","SE_06_Q1","SE_06_Q1_0020","5","Table_Completion","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","2ee4202b66fdd04d23a11f15c4529bae37904e4d43287b82a4165350cc8e11f3"
"TABLE_021","SE_06_Q1","SE_06_Q1_0021","5","Table_Completion","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","112618f54aed112cfa38a8c821b528d0ef19ac001c093d84b401285b5c6013fc"
"TABLE_022","SE_06_Q1","SE_06_Q1_0022","5","Table_Completion","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","c5046e37e7f4607b1516d221770269222cc3d1c03e146c6d4504e6ec63a3fdc3"
"TF_001","SE_06_Q1","SE_06_Q1_0001","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7a56ab9b74d6fe4c29767cf537af1552245424f870c0cf0738cd55b6f96128be"
"TF_002","SE_06_Q1","SE_06_Q1_0002","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","91f861ea6a6851fe9562b70a6987ddec8a49cb47b9afbc70764d818f80df5f30"
"TF_003","SE_06_Q1","SE_06_Q1_0003","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8f448fc1296a0f29aa166f80cd7c931061bbcccb6710e7cf7a6280c68cca1ddb"
"TF_004","SE_06_Q1","SE_06_Q1_0004","6","True_False","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b9884f1000a21de714f2bd46dedb9304d20d39d7f730cd910cefd6d327ee22ca"
"TF_005","SE_06_Q1","SE_06_Q1_0005","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","e085d66c3320d7f3f813951fe0eb1ad51509db8cb1ac74cef7531a214ccd3e38"
"TF_006","SE_06_Q1","SE_06_Q1_0006","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1c55ff9bd3bbb7ab3634c0ecc9337750be3c28f6457b75c7b53f1b9eec90bfcc"
"TF_007","SE_06_Q1","SE_06_Q1_0007","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","cc100dc299ecaa153d2e3995d05db4d7a287c8f0b3de2de59e72c033dcfcf9a4"
"TF_008","SE_06_Q1","SE_06_Q1_0008","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1d582ab8379891ae27d2839c291738c18d3bb438b209eaf523f4a949f7397c6b"
"TF_009","SE_06_Q1","SE_06_Q1_0009","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","303194d49f1525f4c8593f1a64054c0801adf4c46ddcb0294243d2d452cdf524"
"TF_010","SE_06_Q1","SE_06_Q1_0010","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3679cb9905b6001b1fa62902f886b86d381e4e2fec3dc82650c81daabce4f7b6"
"TF_011","SE_06_Q1","SE_06_Q1_0011","6","True_False","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","3b894f498fefeebbd4aa05960dcb3f7e79837bca213acbd00a5697bd80272332"
"TF_012","SE_06_Q1","SE_06_Q1_0012","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","feda9f5940fd8776350cfdcc52a589db51f3841ff1b2b853909b3cad05bc5982"
"TF_013","SE_06_Q1","SE_06_Q1_0013","6","True_False","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b47944be36fcf511dbcb843add24531760846aeb32068041a0042d84f1c3225e"
"TF_014","SE_06_Q1","SE_06_Q1_0014","6","True_False","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","88ec9f5e1f1477b232122a28b6450caba447e05dc035e11892a86dec62b5cdcf"
"TF_015","SE_06_Q1","SE_06_Q1_0015","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","7d8a3d91e760f0e7c5f934f1549e66adfa54b6e01feb2b29a5cc41b0d5ff4edc"
"TF_016","SE_06_Q1","SE_06_Q1_0016","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","71956438f736e572654f0dc80a24b73c4c0da746b6c4cc80b342a8daf3c6c6bf"
"TF_017","SE_06_Q1","SE_06_Q1_0017","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","992f989236d8953aa6b6c9869a6e1798f545b65ed6ff622b5fddeb145a76af89"
"TF_018","SE_06_Q1","SE_06_Q1_0018","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","de629b0610fe5e988fb6fcbc1304fce2b07a7e1a51fd6108ea28a43406028db2"
"TF_019","SE_06_Q1","SE_06_Q1_0019","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","1dd0e576da464b974058c8f37711e2e7e8b5deb9964196db0581aa45280229e7"
"TF_020","SE_06_Q1","SE_06_Q1_0020","6","True_False","5","gemma","ai_studio","1","5.0","5.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","5.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f2cdd8b1fe7c8f99387498a13d4520db42092a3a30e14cb94209556f60bbfcc4"
"TF_021","SE_06_Q1","SE_06_Q1_0021","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","8d9758b048b6a44857c976edda8ec9245cb816923b44d1dd951f2cefbe6b88a0"
"TF_022","SE_06_Q1","SE_06_Q1_0022","6","True_False","5","gemma","ai_studio","1","4.0","4.0","4.0","0.0","0.0","4.0","0.0","0.0","0.0","4.0","Band 4","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","afd988f561fb3d08aab1b5681078d1fc334fdca436ea53454d101df8219cf455"
"VOCAB_001","SE_06_Q1","SE_06_Q1_0001","4","Vocabulary","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","a82b730f5b3c781509b57232e0cef94c2c0766701e70fcc5de58ca582045bee5"
"VOCAB_002","SE_06_Q1","SE_06_Q1_0002","4","Vocabulary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6500e307933289e414a12c95b83f27ae6ad0396cfb646ec37c1d34c9818cac6f"
"VOCAB_003","SE_06_Q1","SE_06_Q1_0003","4","Vocabulary","5","gemma","ai_studio","1","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","2.0","Band 2","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b83dcfd531bef03b7fb7703ca2f6ce8094c6143e57c3934091020851360b0308"
"VOCAB_004","SE_06_Q1","SE_06_Q1_0004","4","Vocabulary","5","gemma","ai_studio","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Band 0","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","f55f60a4d62b972c1826398f210cf005028e9ecdbfca6020e3a19870380cfea2"
"VOCAB_005","SE_06_Q1","SE_06_Q1_0005","4","Vocabulary","5","gemma","ai_studio","1","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","Band 1","0.0","None","True","False","0.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","b8e2bf2b08527d7563528c112a001c588f7f38d9c6feb17bbf6e89337c15b9f9"
"VOCAB_006","SE_06_Q1","SE_06_Q1_0006","4","Vocabulary","5","gemma","ai_studio","1","3.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","Band 3","0.0","None","True","False","1.0","gemma-4-31b-it","high","3e778992ef209eccded4c0295312d7733662ec81064c0a092bec51673432259e","6a5bf5c5b0ce0e97f9033f6d0aab2534e6cd3db2ea2f4f456af649755ad1e646"
