"run_id","task_id","model","provider","model_id","thinking_level","run_index","call_index","input_tokens","output_tokens","thoughts_tokens","cost_usd","latency_ms","attempt_number","http_status","timestamp"
"SUMMARY_001__gemma__run0__call0","SUMMARY_001","gemma","ai_studio","gemma-4-31b-it","high","0","0","4390","2154","1391","0.001085","63030","1","200","2026-08-24T20:33:55.800392+00:00"
"SUMMARY_001__gemma__run1__call0","SUMMARY_001","gemma","ai_studio","gemma-4-31b-it","high","1","0","4390","1697","993","0.000948","54311","1","200","2026-08-24T20:33:49.810802+00:00"
"SUMMARY_001__gemma__run2__call0","SUMMARY_001","gemma","ai_studio","gemma-4-31b-it","high","2","0","4390","2614","1901","0.001223","74812","1","200","2026-08-24T20:34:12.268913+00:00"
"SUMMARY_002__gemini__run0__call0","SUMMARY_002","gemini","vertex","gemini-3.7-flash","high","0","0","4375","3439","2564","0.00991","22375","1","200","2026-08-24T21:05:00.410216+00:00"
"SUMMARY_002__gemini__run1__call0","SUMMARY_002","gemini","vertex","gemini-3.7-flash","high","1","0","4375","3671","2750","0.01049","22922","1","200","2026-08-24T21:05:13.772840+00:00"
"SUMMARY_002__gemini__run2__call0","SUMMARY_002","gemini","vertex","gemini-3.7-flash","high","2","0","4375","2842","2030","0.008417","20015","1","200","2026-08-24T21:05:14.036087+00:00"
"SUMMARY_002__gemma__run0__call0","SUMMARY_002","gemma","ai_studio","gemma-4-31b-it","high","0","0","4376","1929","1158","0.001016","54344","1","200","2026-08-24T21:33:50.641112+00:00"
"SUMMARY_002__gemma__run1__call0","SUMMARY_002","gemma","ai_studio","gemma-4-31b-it","high","1","0","4376","2946","2221","0.001321","85125","1","200","2026-08-24T21:34:21.424759+00:00"
"SUMMARY_002__gemma__run2__call0","SUMMARY_002","gemma","ai_studio","gemma-4-31b-it","high","2","0","4376","2211","1472","0.001101","78984","5","200","2026-08-24T21:06:32.770645+00:00"
"SUMMARY_003__gemini__run0__call0","SUMMARY_003","gemini","vertex","gemini-3.7-flash","high","0","0","4365","2689","1882","0.008032","18906","1","200","2026-08-24T21:08:15.752918+00:00"
"SUMMARY_003__gemini__run1__call0","SUMMARY_003","gemini","vertex","gemini-3.7-flash","high","1","0","4365","2896","2086","0.008549","22437","1","200","2026-08-24T21:08:19.298095+00:00"
"SUMMARY_003__gemini__run2__call0","SUMMARY_003","gemini","vertex","gemini-3.7-flash","high","2","0","4365","3253","2432","0.009442","23780","1","200","2026-08-24T21:08:27.033231+00:00"
"SUMMARY_003__gemma__run0__call0","SUMMARY_003","gemma","ai_studio","gemma-4-31b-it","high","0","0","4366","2206","1468","0.001098","67359","3","200","2026-08-24T21:38:13.619269+00:00"
"SUMMARY_003__gemma__run1__call0","SUMMARY_003","gemma","ai_studio","gemma-4-31b-it","high","1","0","4366","2457","1753","0.001174","85797","5","200","2026-08-24T21:09:39.206135+00:00"
"SUMMARY_003__gemma__run2__call0","SUMMARY_003","gemma","ai_studio","gemma-4-31b-it","high","2","0","4366","2116","1383","0.001071","77171","5","200","2026-08-24T21:09:32.924006+00:00"
"SUMMARY_004__gemini__run0__call0","SUMMARY_004","gemini","vertex","gemini-3.7-flash","high","0","0","4381","3573","2702","0.010247","23577","1","200","2026-08-24T21:11:20.986469+00:00"
"SUMMARY_004__gemini__run1__call0","SUMMARY_004","gemini","vertex","gemini-3.7-flash","high","1","0","4381","4100","3228","0.011564","25391","1","200","2026-08-24T21:11:30.214817+00:00"
"SUMMARY_004__gemini__run2__call0","SUMMARY_004","gemini","vertex","gemini-3.7-flash","high","2","0","4381","2878","2099","0.008509","18797","1","200","2026-08-24T21:11:27.027731+00:00"
"SUMMARY_004__gemma__run0__call0","SUMMARY_004","gemma","ai_studio","gemma-4-31b-it","high","0","0","4382","2378","1621","0.001152","66640","1","200","2026-08-24T21:43:28.488906+00:00"
"SUMMARY_004__gemma__run1__call0","SUMMARY_004","gemma","ai_studio","gemma-4-31b-it","high","1","0","4382","2625","1908","0.001226","92515","5","200","2026-08-24T21:12:47.153958+00:00"
"SUMMARY_004__gemma__run2__call0","SUMMARY_004","gemma","ai_studio","gemma-4-31b-it","high","2","0","4382","2142","1343","0.001081","69077","4","200","2026-08-24T21:12:30.068197+00:00"
"SUMMARY_005__gemini__run0__call0","SUMMARY_005","gemini","vertex","gemini-3.7-flash","high","0","0","4346","2953","2170","0.008686","19234","1","200","2026-08-24T21:13:56.138652+00:00"
"SUMMARY_005__gemini__run1__call0","SUMMARY_005","gemini","vertex","gemini-3.7-flash","high","1","0","4346","3447","2704","0.009921","36561","2","200","2026-08-24T21:14:17.311276+00:00"
"SUMMARY_005__gemini__run2__call0","SUMMARY_005","gemini","vertex","gemini-3.7-flash","high","2","0","4346","3242","2467","0.009409","21765","1","200","2026-08-24T21:14:03.059908+00:00"
"SUMMARY_005__gemma__run0__call0","SUMMARY_005","gemma","ai_studio","gemma-4-31b-it","high","0","0","4347","1839","1124","0.000986","51530","1","200","2026-08-24T21:45:46.656376+00:00"
"SUMMARY_005__gemma__run1__call0","SUMMARY_005","gemma","ai_studio","gemma-4-31b-it","high","1","0","4347","2879","2160","0.001298","81093","1","200","2026-08-24T21:47:00.670644+00:00"
"SUMMARY_005__gemma__run2__call0","SUMMARY_005","gemma","ai_studio","gemma-4-31b-it","high","2","0","4347","2569","1834","0.001205","71859","1","200","2026-08-24T21:46:51.826298+00:00"
"SUMMARY_006__gemini__run0__call0","SUMMARY_006","gemini","vertex","gemini-3.7-flash","high","0","0","4400","3643","2855","0.010427","23155","1","200","2026-08-24T22:00:45.563096+00:00"
"SUMMARY_006__gemini__run1__call0","SUMMARY_006","gemini","vertex","gemini-3.7-flash","high","1","0","4400","3094","2380","0.009055","21640","1","200","2026-08-24T22:00:44.058448+00:00"
"SUMMARY_006__gemini__run2__call0","SUMMARY_006","gemini","vertex","gemini-3.7-flash","high","2","0","4400","3037","2321","0.008913","19579","1","200","2026-08-24T22:01:03.633966+00:00"
"SUMMARY_006__gemma__run0__call0","SUMMARY_006","gemma","ai_studio","gemma-4-31b-it","high","0","0","4401","2581","1839","0.001214","72532","1","200","2026-08-24T22:01:58.097020+00:00"
"SUMMARY_006__gemma__run1__call0","SUMMARY_006","gemma","ai_studio","gemma-4-31b-it","high","1","0","4401","2634","1872","0.00123","72670","1","200","2026-08-24T22:02:16.330143+00:00"
"SUMMARY_006__gemma__run2__call0","SUMMARY_006","gemma","ai_studio","gemma-4-31b-it","high","2","0","4401","2936","2184","0.001321","83812","1","200","2026-08-24T22:03:06.957763+00:00"
"SUMMARY_007__gemini__run0__call0","SUMMARY_007","gemini","vertex","gemini-3.7-flash","high","0","0","4377","3289","2511","0.009536","21047","1","200","2026-08-24T22:07:13.897284+00:00"
"SUMMARY_007__gemini__run1__call0","SUMMARY_007","gemini","vertex","gemini-3.7-flash","high","1","0","4377","2603","1839","0.007821","17405","1","200","2026-08-24T22:07:17.164814+00:00"
"SUMMARY_007__gemini__run2__call0","SUMMARY_007","gemini","vertex","gemini-3.7-flash","high","2","0","4377","2940","2160","0.008663","18140","1","200","2026-08-24T22:07:21.972973+00:00"
"SUMMARY_007__gemma__run0__call0","SUMMARY_007","gemma","ai_studio","gemma-4-31b-it","high","0","0","4378","2243","1535","0.001111","63359","1","200","2026-08-24T22:08:17.267962+00:00"
"SUMMARY_007__gemma__run1__call0","SUMMARY_007","gemma","ai_studio","gemma-4-31b-it","high","1","0","4378","2337","1649","0.001139","65484","1","200","2026-08-24T22:08:22.660159+00:00"
"SUMMARY_007__gemma__run2__call0","SUMMARY_007","gemma","ai_studio","gemma-4-31b-it","high","2","0","4378","1655","913","0.000934","46390","1","200","2026-08-24T22:08:08.359355+00:00"
"SUMMARY_008__gemini__run0__call0","SUMMARY_008","gemini","vertex","gemini-3.7-flash","high","0","0","4356","3080","2350","0.009007","27969","1","200","2026-08-24T22:15:25.265468+00:00"
"SUMMARY_008__gemini__run1__call0","SUMMARY_008","gemini","vertex","gemini-3.7-flash","high","1","0","4356","3372","2586","0.009737","30797","1","200","2026-08-24T22:15:54.035988+00:00"
"SUMMARY_008__gemini__run2__call0","SUMMARY_008","gemini","vertex","gemini-3.7-flash","high","2","0","4356","2487","1718","0.007524","15500","1","200","2026-08-24T22:15:40.760663+00:00"
"SUMMARY_008__gemma__run0__call0","SUMMARY_008","gemma","ai_studio","gemma-4-31b-it","high","0","0","4357","2413","1727","0.00116","67281","1","200","2026-08-24T22:16:47.873544+00:00"
"SUMMARY_008__gemma__run1__call0","SUMMARY_008","gemma","ai_studio","gemma-4-31b-it","high","1","0","4357","2091","1415","0.001063","59562","1","200","2026-08-24T22:16:40.328783+00:00"
"SUMMARY_008__gemma__run2__call0","SUMMARY_008","gemma","ai_studio","gemma-4-31b-it","high","2","0","4357","2899","2225","0.001305","80562","1","200","2026-08-24T22:17:14.621674+00:00"
"SUMMARY_009__gemini__run0__call0","SUMMARY_009","gemini","vertex","gemini-3.7-flash","high","0","0","4406","3383","2585","0.009779","22516","1","200","2026-08-24T22:24:12.244665+00:00"
"SUMMARY_009__gemini__run1__call0","SUMMARY_009","gemini","vertex","gemini-3.7-flash","high","1","0","4406","2899","2105","0.008569","19015","1","200","2026-08-24T22:24:12.042017+00:00"
"SUMMARY_009__gemini__run2__call0","SUMMARY_009","gemini","vertex","gemini-3.7-flash","high","2","0","4406","3543","2773","0.010179","23000","1","200","2026-08-24T22:24:29.613661+00:00"
"SUMMARY_009__gemma__run0__call0","SUMMARY_009","gemma","ai_studio","gemma-4-31b-it","high","0","0","4407","2065","1244","0.00106","58890","1","200","2026-08-24T22:25:10.959129+00:00"
"SUMMARY_009__gemma__run1__call0","SUMMARY_009","gemma","ai_studio","gemma-4-31b-it","high","1","0","4407","2309","1594","0.001133","66093","1","200","2026-08-24T22:25:18.337707+00:00"
"SUMMARY_009__gemma__run2__call0","SUMMARY_009","gemma","ai_studio","gemma-4-31b-it","high","2","0","4407","2510","1710","0.001194","70797","1","200","2026-08-24T22:25:40.413029+00:00"
"SUMMARY_010__gemini__run0__call0","SUMMARY_010","gemini","vertex","gemini-3.7-flash","high","0","0","4421","2913","2089","0.008609","20077","1","200","2026-08-24T22:33:13.728959+00:00"
"SUMMARY_010__gemini__run1__call0","SUMMARY_010","gemini","vertex","gemini-3.7-flash","high","1","0","4421","2815","2008","0.008364","21829","1","200","2026-08-24T22:33:16.011312+00:00"
"SUMMARY_010__gemini__run2__call0","SUMMARY_010","gemini","vertex","gemini-3.7-flash","high","2","0","4421","2704","1862","0.008086","43125","1","200","2026-08-24T22:33:45.383703+00:00"
"SUMMARY_010__gemma__run0__call0","SUMMARY_010","gemma","ai_studio","gemma-4-31b-it","high","0","0","4422","2858","2160","0.0013","80407","1","200","2026-08-24T22:34:34.145150+00:00"
"SUMMARY_010__gemma__run1__call0","SUMMARY_010","gemma","ai_studio","gemma-4-31b-it","high","1","0","4422","2960","2229","0.00133","82702","1","200","2026-08-24T22:34:38.713838+00:00"
"SUMMARY_010__gemma__run2__call0","SUMMARY_010","gemma","ai_studio","gemma-4-31b-it","high","2","0","4422","2521","1762","0.001198","70280","1","200","2026-08-24T22:34:55.682175+00:00"
"SUMMARY_011__gemini__run0__call0","SUMMARY_011","gemini","vertex","gemini-3.7-flash","high","0","0","4411","3035","2268","0.008911","21172","1","200","2026-08-24T23:05:18.015392+00:00"
"SUMMARY_011__gemini__run1__call0","SUMMARY_011","gemini","vertex","gemini-3.7-flash","high","1","0","4411","2937","2073","0.008666","22655","1","200","2026-08-24T23:05:19.487365+00:00"
"SUMMARY_011__gemini__run2__call0","SUMMARY_011","gemini","vertex","gemini-3.7-flash","high","2","0","4411","2698","1914","0.008068","20858","1","200","2026-08-24T23:05:17.687434+00:00"
"SUMMARY_011__gemma__run0__call0","SUMMARY_011","gemma","ai_studio","gemma-4-31b-it","high","0","0","4412","3187","2418","0.001397","88641","1","200","2026-08-24T23:06:46.332430+00:00"
"SUMMARY_011__gemma__run1__call0","SUMMARY_011","gemma","ai_studio","gemma-4-31b-it","high","1","0","4412","2271","1595","0.001123","64375","1","200","2026-08-24T23:06:22.385901+00:00"
"SUMMARY_011__gemma__run2__call0","SUMMARY_011","gemma","ai_studio","gemma-4-31b-it","high","2","0","4412","2380","1669","0.001155","66625","1","200","2026-08-24T23:06:26.109982+00:00"
"SUMMARY_012__gemini__run0__call0","SUMMARY_012","gemini","vertex","gemini-3.7-flash","high","0","0","4360","3323","2537","0.009616","22593","1","200","2026-08-24T23:11:29.805550+00:00"
"SUMMARY_012__gemini__run1__call0","SUMMARY_012","gemini","vertex","gemini-3.7-flash","high","1","0","4360","3186","2381","0.009273","21094","1","200","2026-08-24T23:11:32.165724+00:00"
"SUMMARY_012__gemini__run2__call0","SUMMARY_012","gemini","vertex","gemini-3.7-flash","high","2","0","4360","3376","2643","0.009748","43609","1","200","2026-08-24T23:12:13.434722+00:00"
"SUMMARY_012__gemma__run0__call0","SUMMARY_012","gemma","ai_studio","gemma-4-31b-it","high","0","0","4361","2178","1491","0.001089","61812","1","200","2026-08-24T23:12:33.983757+00:00"
"SUMMARY_012__gemma__run1__call0","SUMMARY_012","gemma","ai_studio","gemma-4-31b-it","high","1","0","4361","3048","2332","0.00135","83655","1","200","2026-08-24T23:12:57.657235+00:00"
"SUMMARY_012__gemma__run2__call0","SUMMARY_012","gemma","ai_studio","gemma-4-31b-it","high","2","0","4361","3381","2653","0.00145","96469","1","200","2026-08-24T23:13:49.897573+00:00"
"SUMMARY_013__gemini__run0__call0","SUMMARY_013","gemini","vertex","gemini-3.7-flash","high","0","0","4384","3013","2237","0.008848","18016","1","200","2026-08-24T23:21:13.954216+00:00"
"SUMMARY_013__gemini__run1__call0","SUMMARY_013","gemini","vertex","gemini-3.7-flash","high","1","0","4384","2915","2153","0.008603","17843","1","200","2026-08-24T23:21:17.349881+00:00"
"SUMMARY_013__gemini__run2__call0","SUMMARY_013","gemini","vertex","gemini-3.7-flash","high","2","0","4384","2865","2114","0.008478","16375","1","200","2026-08-24T23:21:18.421101+00:00"
"SUMMARY_013__gemma__run0__call0","SUMMARY_013","gemma","ai_studio","gemma-4-31b-it","high","0","0","4385","2909","2150","0.001311","82093","1","200","2026-08-24T23:22:36.052697+00:00"
"SUMMARY_013__gemma__run1__call0","SUMMARY_013","gemma","ai_studio","gemma-4-31b-it","high","1","0","4385","1992","1260","0.001036","56202","1","200","2026-08-24T23:22:13.546241+00:00"
"SUMMARY_013__gemma__run2__call0","SUMMARY_013","gemma","ai_studio","gemma-4-31b-it","high","2","0","4385","1807","1065","0.000981","51203","1","200","2026-08-24T23:22:09.626682+00:00"
"SUMMARY_014__gemini__run0__call0","SUMMARY_014","gemini","vertex","gemini-3.7-flash","high","0","0","4359","2791","2050","0.008285","16468","1","200","2026-08-24T23:30:09.217389+00:00"
"SUMMARY_014__gemini__run1__call0","SUMMARY_014","gemini","vertex","gemini-3.7-flash","high","1","0","4359","3436","2684","0.009898","27531","1","200","2026-08-24T23:30:36.754227+00:00"
"SUMMARY_014__gemini__run2__call0","SUMMARY_014","gemini","vertex","gemini-3.7-flash","high","2","0","4359","3258","2499","0.009453","19827","1","200","2026-08-24T23:30:33.328814+00:00"
"SUMMARY_014__gemma__run0__call0","SUMMARY_014","gemma","ai_studio","gemma-4-31b-it","high","0","0","4360","1892","1156","0.001004","54327","1","200","2026-08-24T23:31:17.047201+00:00"
"SUMMARY_014__gemma__run1__call0","SUMMARY_014","gemma","ai_studio","gemma-4-31b-it","high","1","0","4360","2125","1400","0.001074","59890","1","200","2026-08-24T23:31:33.225074+00:00"
"SUMMARY_014__gemma__run2__call0","SUMMARY_014","gemma","ai_studio","gemma-4-31b-it","high","2","0","4360","2453","1757","0.001172","69000","1","200","2026-08-24T23:31:45.743293+00:00"
"SUMMARY_015__gemini__run0__call0","SUMMARY_015","gemini","vertex","gemini-3.7-flash","high","0","0","4386","3121","2309","0.009118","19859","1","200","2026-08-24T23:39:00.370465+00:00"
"SUMMARY_015__gemini__run1__call0","SUMMARY_015","gemini","vertex","gemini-3.7-flash","high","1","0","4386","3687","2918","0.010533","22593","1","200","2026-08-24T23:39:15.719431+00:00"
"SUMMARY_015__gemini__run2__call0","SUMMARY_015","gemini","vertex","gemini-3.7-flash","high","2","0","4386","3347","2538","0.009683","24625","1","200","2026-08-24T23:39:24.997856+00:00"
"SUMMARY_015__gemma__run0__call0","SUMMARY_015","gemma","ai_studio","gemma-4-31b-it","high","0","0","4387","3918","3154","0.001614","109375","1","200","2026-08-24T23:40:51.228785+00:00"
"SUMMARY_015__gemma__run1__call0","SUMMARY_015","gemma","ai_studio","gemma-4-31b-it","high","1","0","4387","2968","2227","0.001329","82765","1","200","2026-08-24T23:40:38.487848+00:00"
"SUMMARY_015__gemma__run2__call0","SUMMARY_015","gemma","ai_studio","gemma-4-31b-it","high","2","0","4387","2101","1358","0.001069","59030","1","200","2026-08-24T23:40:24.041468+00:00"
"SUMMARY_016__gemini__run0__call0","SUMMARY_016","gemini","vertex","gemini-3.7-flash","high","0","0","4379","3213","2437","0.009346","22077","1","200","2026-08-24T23:49:19.488523+00:00"
"SUMMARY_016__gemini__run1__call0","SUMMARY_016","gemini","vertex","gemini-3.7-flash","high","1","0","4379","3394","2557","0.009799","23811","1","200","2026-08-24T23:49:31.687439+00:00"
"SUMMARY_016__gemini__run2__call0","SUMMARY_016","gemini","vertex","gemini-3.7-flash","high","2","0","4379","3197","2400","0.009306","20844","1","200","2026-08-24T23:49:28.900504+00:00"
"SUMMARY_016__gemma__run0__call0","SUMMARY_016","gemma","ai_studio","gemma-4-31b-it","high","0","0","4380","2234","1544","0.001108","63672","1","200","2026-08-24T23:50:23.163911+00:00"
"SUMMARY_016__gemma__run1__call0","SUMMARY_016","gemma","ai_studio","gemma-4-31b-it","high","1","0","4380","2224","1453","0.001105","63297","1","200","2026-08-24T23:50:32.220004+00:00"
"SUMMARY_016__gemma__run2__call0","SUMMARY_016","gemma","ai_studio","gemma-4-31b-it","high","2","0","4380","2337","1634","0.001139","65672","1","200","2026-08-24T23:50:37.368890+00:00"
"SUMMARY_017__gemini__run0__call0","SUMMARY_017","gemini","vertex","gemini-3.7-flash","high","0","0","4354","3077","2369","0.008999","19983","1","200","2026-08-24T23:58:01.938504+00:00"
"SUMMARY_017__gemini__run1__call0","SUMMARY_017","gemini","vertex","gemini-3.7-flash","high","1","0","4354","2685","1972","0.008019","17483","1","200","2026-08-24T23:58:19.451419+00:00"
"SUMMARY_017__gemini__run2__call0","SUMMARY_017","gemini","vertex","gemini-3.7-flash","high","2","0","4354","2562","1800","0.007711","16780","1","200","2026-08-24T23:58:36.226668+00:00"
"SUMMARY_017__gemma__run0__call0","SUMMARY_017","gemma","ai_studio","gemma-4-31b-it","high","0","0","4355","2088","1430","0.001062","58719","1","200","2026-08-24T23:59:23.244781+00:00"
"SUMMARY_017__gemma__run1__call0","SUMMARY_017","gemma","ai_studio","gemma-4-31b-it","high","1","0","4355","1625","961","0.000923","45234","1","200","2026-08-24T23:59:11.019799+00:00"
"SUMMARY_017__gemma__run2__call0","SUMMARY_017","gemma","ai_studio","gemma-4-31b-it","high","2","0","4355","2406","1714","0.001157","67797","1","200","2026-08-24T23:59:44.038731+00:00"
"SUMMARY_018__gemini__run0__call0","SUMMARY_018","gemini","vertex","gemini-3.7-flash","high","0","0","4392","2902","2127","0.008573","25516","1","200","2026-08-25T00:08:26.701690+00:00"
"SUMMARY_018__gemini__run1__call0","SUMMARY_018","gemini","vertex","gemini-3.7-flash","high","1","0","4392","2619","1843","0.007865","40140","1","200","2026-08-25T00:08:50.346401+00:00"
"SUMMARY_018__gemini__run2__call0","SUMMARY_018","gemini","vertex","gemini-3.7-flash","high","2","0","4392","4031","3217","0.011395","26218","1","200","2026-08-25T00:08:52.933636+00:00"
"SUMMARY_018__gemma__run0__call0","SUMMARY_018","gemma","ai_studio","gemma-4-31b-it","high","0","0","4393","2355","1618","0.001146","66016","1","200","2026-08-25T00:09:44.070944+00:00"
"SUMMARY_018__gemma__run1__call0","SUMMARY_018","gemma","ai_studio","gemma-4-31b-it","high","1","0","4393","2480","1747","0.001183","69750","1","200","2026-08-25T00:10:00.099895+00:00"
"SUMMARY_018__gemma__run2__call0","SUMMARY_018","gemma","ai_studio","gemma-4-31b-it","high","2","0","4393","2125","1434","0.001077","60532","1","200","2026-08-25T00:09:53.478440+00:00"
"SUMMARY_019__gemini__run0__call0","SUMMARY_019","gemini","vertex","gemini-3.7-flash","high","0","0","4393","2884","2075","0.008528","18952","1","200","2026-08-25T00:18:11.224273+00:00"
"SUMMARY_019__gemini__run1__call0","SUMMARY_019","gemini","vertex","gemini-3.7-flash","high","1","0","4393","3746","2960","0.010683","31327","2","200","2026-08-25T00:18:30.662799+00:00"
"SUMMARY_019__gemini__run2__call0","SUMMARY_019","gemini","vertex","gemini-3.7-flash","high","2","0","4393","3334","2451","0.009653","23717","1","200","2026-08-25T00:18:33.560647+00:00"
"SUMMARY_019__gemma__run0__call0","SUMMARY_019","gemma","ai_studio","gemma-4-31b-it","high","0","0","4394","3279","2538","0.001423","92281","1","200","2026-08-25T00:19:43.501384+00:00"
"SUMMARY_019__gemma__run1__call0","SUMMARY_019","gemma","ai_studio","gemma-4-31b-it","high","1","0","4394","2978","2114","0.001333","83484","1","200","2026-08-25T00:19:54.150353+00:00"
"SUMMARY_019__gemma__run2__call0","SUMMARY_019","gemma","ai_studio","gemma-4-31b-it","high","2","0","4394","2850","2087","0.001294","79813","1","200","2026-08-25T00:19:53.373175+00:00"
"SUMMARY_020__gemini__run0__call0","SUMMARY_020","gemini","vertex","gemini-3.7-flash","high","0","0","4406","3028","2239","0.008892","20765","1","200","2026-08-25T00:28:38.281588+00:00"
"SUMMARY_020__gemini__run1__call0","SUMMARY_020","gemini","vertex","gemini-3.7-flash","high","1","0","4406","3219","2435","0.009369","20531","1","200","2026-08-25T00:28:39.493812+00:00"
"SUMMARY_020__gemini__run2__call0","SUMMARY_020","gemini","vertex","gemini-3.7-flash","high","2","0","4406","3278","2517","0.009517","21765","1","200","2026-08-25T00:29:00.049284+00:00"
"SUMMARY_020__gemma__run0__call0","SUMMARY_020","gemma","ai_studio","gemma-4-31b-it","high","0","0","4407","1848","1048","0.000995","51765","1","200","2026-08-25T00:29:31.270821+00:00"
"SUMMARY_020__gemma__run1__call0","SUMMARY_020","gemma","ai_studio","gemma-4-31b-it","high","1","0","4407","2335","1594","0.001141","66343","1","200","2026-08-25T00:30:03.979578+00:00"
"SUMMARY_020__gemma__run2__call0","SUMMARY_020","gemma","ai_studio","gemma-4-31b-it","high","2","0","4407","1774","1051","0.000973","50125","1","200","2026-08-25T00:29:50.170051+00:00"
"THEME_001__gemini__run0__call0","THEME_001","gemini","vertex","gemini-3.7-flash","high","0","0","4276","3702","2903","0.010538","28843","1","200","2026-08-24T20:41:23.929675+00:00"
"THEME_001__gemini__run1__call0","THEME_001","gemini","vertex","gemini-3.7-flash","high","1","0","4276","3351","2541","0.00966","23468","1","200","2026-08-24T20:41:38.352046+00:00"
"THEME_001__gemini__run2__call0","THEME_001","gemini","vertex","gemini-3.7-flash","high","2","0","4276","3100","2335","0.009033","22844","1","200","2026-08-24T20:41:46.789595+00:00"
"THEME_001__gemma__run0__call0","THEME_001","gemma","ai_studio","gemma-4-31b-it","high","0","0","4277","1419","696","0.000853","40672","1","200","2026-08-24T20:42:19.031724+00:00"
"THEME_001__gemma__run1__call0","THEME_001","gemma","ai_studio","gemma-4-31b-it","high","1","0","4277","1885","1189","0.000993","52937","1","200","2026-08-24T20:42:39.212542+00:00"
"THEME_001__gemma__run2__call0","THEME_001","gemma","ai_studio","gemma-4-31b-it","high","2","0","4277","2747","1997","0.001252","78453","1","200","2026-08-24T20:43:05.245678+00:00"
"THEME_002__gemini__run0__call0","THEME_002","gemini","vertex","gemini-3.7-flash","high","0","0","4255","3103","2325","0.009034","19296","1","200","2026-08-24T21:07:50.929309+00:00"
"THEME_002__gemini__run1__call0","THEME_002","gemini","vertex","gemini-3.7-flash","high","1","0","4255","2654","1874","0.007912","23077","1","200","2026-08-24T21:07:56.858325+00:00"
"THEME_002__gemini__run2__call0","THEME_002","gemini","vertex","gemini-3.7-flash","high","2","0","4255","2788","1999","0.008247","29141","1","200","2026-08-24T21:08:03.249551+00:00"
"THEME_002__gemma__run0__call0","THEME_002","gemma","ai_studio","gemma-4-31b-it","high","0","0","4256","1993","1329","0.001024","61265","3","200","2026-08-24T21:37:06.269811+00:00"
"THEME_002__gemma__run1__call0","THEME_002","gemma","ai_studio","gemma-4-31b-it","high","1","0","4256","2325","1670","0.001123","64547","1","200","2026-08-24T21:37:15.230468+00:00"
"THEME_002__gemma__run2__call0","THEME_002","gemma","ai_studio","gemma-4-31b-it","high","2","0","4256","2334","1655","0.001126","65265","1","200","2026-08-24T21:37:57.222144+00:00"
"THEME_003__gemini__run0__call0","THEME_003","gemini","vertex","gemini-3.7-flash","high","0","0","4262","3526","2731","0.010094","27390","2","200","2026-08-24T21:10:57.407447+00:00"
"THEME_003__gemini__run1__call0","THEME_003","gemini","vertex","gemini-3.7-flash","high","1","0","4262","2939","2139","0.008626","24077","2","200","2026-08-24T21:10:55.545194+00:00"
"THEME_003__gemini__run2__call0","THEME_003","gemini","vertex","gemini-3.7-flash","high","2","0","4262","2683","1946","0.007986","21077","2","200","2026-08-24T21:10:53.166081+00:00"
"THEME_003__gemma__run0__call0","THEME_003","gemma","ai_studio","gemma-4-31b-it","high","0","0","4263","2300","1607","0.001116","64437","1","200","2026-08-24T21:42:21.834870+00:00"
"THEME_003__gemma__run1__call0","THEME_003","gemma","ai_studio","gemma-4-31b-it","high","1","0","4263","2256","1584","0.001103","63187","1","200","2026-08-24T21:42:51.068323+00:00"
"THEME_003__gemma__run2__call0","THEME_003","gemma","ai_studio","gemma-4-31b-it","high","2","0","4263","1462","814","0.000865","41515","1","200","2026-08-24T21:42:43.260334+00:00"
"THEME_004__gemini__run0__call0","THEME_004","gemini","vertex","gemini-3.7-flash","high","0","0","4316","3331","2458","0.009622","24344","1","200","2026-08-24T21:13:35.885828+00:00"
"THEME_004__gemini__run1__call0","THEME_004","gemini","vertex","gemini-3.7-flash","high","1","0","4316","2791","1999","0.008272","22344","1","200","2026-08-24T21:13:34.754090+00:00"
"THEME_004__gemini__run2__call0","THEME_004","gemini","vertex","gemini-3.7-flash","high","2","0","4316","2344","1607","0.007155","16187","1","200","2026-08-24T21:13:36.904675+00:00"
"THEME_004__gemma__run0__call0","THEME_004","gemma","ai_studio","gemma-4-31b-it","high","0","0","4317","2406","1674","0.001154","76312","4","200","2026-08-24T21:14:39.411379+00:00"
"THEME_004__gemma__run1__call0","THEME_004","gemma","ai_studio","gemma-4-31b-it","high","1","0","4317","2526","1818","0.00119","76359","3","200","2026-08-24T21:14:41.950114+00:00"
"THEME_004__gemma__run2__call0","THEME_004","gemma","ai_studio","gemma-4-31b-it","high","2","0","4317","3202","2427","0.001392","94141","3","200","2026-08-24T21:15:00.630959+00:00"
"THEME_005__gemini__run0__call0","THEME_005","gemini","vertex","gemini-3.7-flash","high","0","0","4263","3080","2300","0.008979","23016","1","200","2026-08-24T21:16:34.510000+00:00"
"THEME_005__gemini__run1__call0","THEME_005","gemini","vertex","gemini-3.7-flash","high","1","0","4263","3000","2238","0.008779","20030","1","200","2026-08-24T21:16:31.652502+00:00"
"THEME_005__gemini__run2__call0","THEME_005","gemini","vertex","gemini-3.7-flash","high","2","0","4263","2600","1823","0.007779","15765","1","200","2026-08-24T21:16:27.419032+00:00"
"THEME_005__gemma__run0__call0","THEME_005","gemma","ai_studio","gemma-4-31b-it","high","0","0","4264","2139","1430","0.001068","60015","1","200","2026-08-24T21:49:37.793706+00:00"
